"LakeID","LakeTR","train_rmse","test_rmse","Source"
157,"Cool",0.7766371,1.0156457,"W"
158,"Temperate",0.7974234,1.0470927,"W"
159,"Cool",0.914586,1.1956291,"W"
160,"Cool",0.76472056,1.0183383,"W"
161,"Warm",0.96926033,1.4407445,"W"
162,"Frigid",1.246195,1.5861595,"W"
165,"Temperate",0.921055,1.1161596,"W"
168,"Cool",1.132731,1.5017171,"W"
172,"Cool",0.87206143,1.1020406,"W"
173,"Hot",0.8275932,1.4129189,"W"
174,"Cool",0.93451816,1.2647803,"W"
179,"Frigid",0.6213679,0.6806849,"W"
181,"Temperate",0.92719835,1.136385,"W"
184,"Frigid",1.1611774,1.5107203,"W"
186,"Cool",0.80996925,1.0636587,"W"
188,"Hot",0.66858697,0.8435085,"W"
189,"Frigid",1.3828475,1.519703,"W"
190,"Cool",0.84583855,1.1315073,"W"
192,"Cool",0.77548593,0.99152726,"W"
193,"Cool",0.79125875,0.9561145,"W"
194,"Hot",0.7116692,0.89215744,"W"
195,"Cool",0.7550481,1.0067264,"W"
198,"Temperate",0.78119564,1.0702803,"W"
199,"Hot",0.8594336,0.910566,"W"
201,"Temperate",0.9075699,1.1004679,"W"
202,"Cool",0.701358,0.97244453,"W"
203,"Hot",0.7697869,0.93999964,"W"
212,"Frigid",1.1227796,1.5091065,"W"
216,"Hot",0.75319344,0.79399353,"W"
217,"Hot",0.7837685,0.88563377,"W"
220,"Warm",0.73151284,0.8485743,"W"
222,"Cool",0.97237736,1.2897662,"W"
223,"Cool",0.8921196,1.2410649,"W"
224,"Cool",0.86330265,1.4302799,"W"
225,"Cool",0.7967239,0.9604528,"W"
226,"Frigid",1.0602732,1.5842273,"W"
227,"Frigid",1.1339468,1.7037089,"W"
228,"Cool",0.72958624,1.0420731,"W"
232,"Frigid",1.144251,1.4681187,"W"
234,"Hot",0.7509716,0.7850936,"W"
236,"Temperate",0.7570345,0.9353279,"W"
237,"Cool",0.7648759,0.94442385,"W"
239,"Temperate",0.7879416,0.9792757,"W"
240,"Frigid",0.91682196,2.2041905,"W"
241,"Temperate",0.741772,1.0647465,"W"
242,"Cool",0.79556155,1.3458285,"W"
243,"Hot",0.7199544,0.9895523,"W"
246,"Frigid",1.0723898,1.4581813,"W"
248,"Temperate",0.81995755,1.2205567,"W"
249,"Hot",0.55762535,0.8827199,"W"
251,"Cool",0.9189369,1.0271978,"W"
252,"Frigid",1.115347,1.666894,"W"
254,"Frigid",1.1174098,1.5997242,"W"
258,"Frigid",0.9599233,1.3604443,"W"
259,"Hot",0.8514077,0.97982883,"W"
261,"Cool",0.7676169,0.7625193,"W"
264,"Frigid",1.2692451,1.8573583,"W"
266,"Hot",0.9407441,1.0528136,"W"
267,"Warm",0.7448806,0.8879989,"W"
268,"Warm",0.7368859,1.0469973,"W"
269,"Frigid",1.0861137,1.378087,"W"
270,"Cool",1.0442804,1.2632179,"W"
273,"Cool",0.788472,1.0900042,"W"
274,"Hot",1.0476245,1.3753387,"W"
275,"Frigid",1.108148,1.4372774,"W"
279,"Warm",0.7368481,0.86285067,"W"
280,"Cool",0.90736294,1.2654748,"W"
281,"Cool",0.8106528,0.95413953,"W"
285,"Cool",0.8690929,1.2235413,"W"
287,"Warm",0.79919153,1.1275843,"W"
288,"Cool",0.89804745,1.1728936,"W"
289,"Hot",0.9217549,1.1930377,"W"
290,"Cool",0.7842992,1.2237931,"W"
291,"Cool",0.82505345,1.0901788,"W"
292,"Cool",0.86160344,1.2552285,"W"
296,"Warm",0.8406576,1.0344692,"W"
298,"Warm",0.7211349,0.9994633,"W"
300,"Frigid",0.7640781,0.9778028,"W"
301,"Cool",0.8353456,0.9485082,"W"
303,"Cool",0.8468445,0.932244,"W"
306,"Hot",0.78172225,1.0668613,"W"
312,"Frigid",0.77037406,1.0767049,"W"
313,"Cool",0.8762782,1.5227699,"W"
319,"Frigid",1.1915065,1.4022115,"W"
320,"Frigid",0.9458305,1.5768876,"W"
323,"Cool",0.7405703,0.99413323,"W"
324,"Frigid",1.0427887,1.9825082,"W"
326,"Cool",0.78236276,0.9541282,"W"
328,"Temperate",0.79839027,1.0585282,"W"
333,"Cool",0.9307243,1.1918081,"W"
334,"Cool",1.1255777,1.7876846,"W"
335,"Cool",1.0377927,1.346148,"W"
336,"Frigid",0.75117177,0.8869495,"W"
337,"Cool",0.8332221,1.1243052,"W"
340,"Temperate",0.7779195,0.909842,"W"
342,"Hot",0.8102312,1.0747935,"W"
346,"Cool",0.74028313,1.0373194,"W"
353,"Frigid",0.8457279,1.4753577,"W"
354,"Frigid",0.62798524,0.7408597,"W"
356,"Cool",0.84575164,1.0987073,"W"
360,"Hot",0.64590675,0.730748,"W"
361,"Temperate",0.72850996,0.96409047,"W"
362,"Hot",0.60942936,0.93479854,"W"
364,"Frigid",1.0173541,1.3550861,"W"
365,"Cool",1.0157424,1.8945068,"W"
366,"Temperate",0.7079331,0.9474881,"W"
367,"Cool",0.75160354,1.0154941,"W"
368,"Cool",0.9406134,1.2730638,"W"
369,"Cool",0.9711736,1.2346042,"W"
371,"Frigid",0.94503635,1.5965242,"W"
372,"Hot",0.7322573,1.102552,"W"
373,"Frigid",1.0745305,1.4557201,"W"
376,"Frigid",0.74292356,1.104991,"W"
379,"Warm",0.63365704,1.081146,"W"
382,"Frigid",0.52915734,0.6939525,"W"
383,"Frigid",0.57342273,0.76519394,"W"
386,"Hot",0.8495673,0.9570275,"W"
387,"Cool",0.7339934,0.93949664,"W"
389,"Frigid",0.8142357,1.3237852,"W"
391,"Cool",0.7917773,1.1182679,"W"
393,"Cool",0.71828926,0.8650776,"W"
395,"Frigid",1.0396055,1.4931378,"W"
396,"Frigid",1.4131994,1.9724876,"W"
400,"Frigid",0.85847014,1.4609152,"W"
402,"Cool",0.9674976,1.1750572,"W"
404,"Cool",0.8402915,1.1727387,"W"
405,"Cool",0.75144297,0.9698609,"W"
409,"Cool",0.97268915,1.2956064,"W"
411,"Warm",0.74755955,0.9002332,"W"
412,"Frigid",0.88276607,1.3116522,"W"
413,"Frigid",0.98166126,1.6199328,"W"
417,"Frigid",1.0215112,1.497562,"W"
419,"Cool",0.84437615,1.218776,"W"
421,"Cool",0.95131826,1.1736014,"W"
422,"Cool",0.8752039,1.2198672,"W"
424,"Frigid",0.95814323,1.2277433,"W"
426,"Frigid",0.8272969,1.3621784,"W"
427,"Cool",0.7991271,1.1308831,"W"
430,"Cool",0.8191292,1.0066736,"W"
432,"Cool",1.089763,1.4291793,"W"
434,"Cool",0.81587225,1.0395048,"W"
438,"Frigid",0.9078938,1.4492791,"W"
441,"Warm",0.9151662,1.16438,"W"
442,"Hot",0.714837,0.83770585,"W"
443,"Temperate",0.6327248,0.8330041,"W"
444,"Frigid",0.6609711,0.80123603,"W"
445,"Hot",0.85879534,1.0554395,"W"
448,"Temperate",0.71085835,0.8634325,"W"
449,"Frigid",1.015924,1.7046478,"W"
454,"Cool",0.7742525,1.0624954,"W"
456,"Frigid",0.8505205,1.008244,"W"
458,"Cool",0.85260177,0.9933603,"W"
460,"Warm",1.0824953,1.0315009,"W"
461,"Temperate",0.91502213,1.1210043,"W"
462,"Hot",0.5525627,0.71432704,"W"
464,"Temperate",1.010775,1.5040611,"W"
465,"Cool",0.80445004,1.3160592,"W"
467,"Frigid",1.0598065,1.4904922,"W"
471,"Temperate",0.7061276,0.9330172,"W"
472,"Cool",0.68616754,1.0933433,"W"
474,"Cool",0.81801814,1.0823821,"W"
477,"Hot",0.7506151,0.8645598,"W"
481,"Temperate",0.61864954,0.85020053,"W"
482,"Cool",0.88305545,0.9984405,"W"
483,"Cool",0.89850813,1.4030516,"W"
484,"Hot",0.7768739,1.0898161,"W"
486,"Cool",0.85346293,1.1773086,"W"
488,"Warm",0.7174672,0.92790353,"W"
493,"Cool",0.97055733,1.2175667,"W"
494,"Hot",0.57420355,0.6436347,"W"
495,"Frigid",1.464434,1.9258065,"W"
496,"Hot",0.8029278,0.91388965,"W"
503,"Cool",0.98072445,1.3857548,"W"
508,"Cool",0.74483657,1.0421213,"W"
510,"Hot",0.74667585,0.94680345,"W"
514,"Cool",0.9361294,1.2716423,"W"
516,"Cool",0.86309516,1.2166225,"W"
517,"Cool",0.8157989,1.4041173,"W"
519,"Frigid",1.0595565,1.7637417,"W"
522,"Cool",0.8014559,1.3428919,"W"
523,"Temperate",0.863831,1.1058273,"W"
527,"Hot",0.79171705,0.96680987,"W"
528,"Hot",0.5989663,0.7253695,"W"
529,"Cool",0.7159428,1.02029,"W"
530,"Cool",0.76656663,1.1820059,"W"
531,"Hot",0.6722827,1.1640668,"W"
533,"Cool",0.80322146,1.1825135,"W"
534,"Hot",0.6484713,0.8763327,"W"
539,"Hot",0.84845775,1.165654,"W"
543,"Cool",0.58662575,0.8322176,"W"
545,"Cool",0.7136739,0.93107533,"W"
548,"Frigid",0.9056888,1.2961729,"W"
549,"Cool",0.9931808,1.1275194,"W"
553,"Hot",0.89353657,1.2024674,"W"
555,"Temperate",0.7555451,1.0669954,"W"
556,"Warm",0.7043787,0.89474136,"W"
557,"Frigid",1.1077114,1.6885847,"W"
558,"Temperate",0.9936688,1.233155,"W"
562,"Warm",0.77757317,0.87353605,"W"
566,"Cool",0.7841474,1.0920905,"W"
567,"Hot",0.9179152,1.0403465,"W"
568,"Frigid",0.9939472,1.6586745,"W"
569,"Cool",0.8464832,1.0579499,"W"
570,"Cool",0.8628121,1.4171367,"W"
571,"Temperate",1.1206843,1.2964634,"W"
573,"Temperate",0.7992247,0.9775606,"W"
576,"Hot",0.95849735,1.0589619,"W"
590,"Hot",1.0256647,1.1603496,"W"
594,"Frigid",0.89526004,1.0250331,"W"
601,"Temperate",0.8474967,0.99670094,"W"
603,"Hot",0.70497525,1.0771761,"W"
623,"Hot",0.80997676,1.2772226,"W"
624,"Cool",0.85260445,1.1553302,"W"
630,"Frigid",0.94206923,1.0949663,"W"
634,"Warm",0.65913934,0.81788576,"W"
635,"Frigid",0.8331908,1.3179322,"W"
637,"Hot",0.7252022,0.92159665,"W"
639,"Frigid",1.0383508,1.2960942,"W"
645,"Cool",0.87523234,1.1184727,"W"
646,"Cool",0.74972713,1.0494207,"W"
648,"Hot",1.6014199,1.9849569,"W"
654,"Cool",0.73480695,0.997536,"W"
657,"Cool",0.81877536,1.1795704,"W"
672,"Cool",0.7613717,0.9735423,"W"
679,"Cool",0.7295439,0.9991124,"W"
681,"Cool",0.810493,0.87155396,"W"
684,"Cool",0.8134962,0.9533707,"W"
710,"Frigid",0.6770627,1.3587776,"W"
713,"Cool",0.8083135,0.9777248,"W"
725,"Frigid",0.82816106,1.0080457,"W"
728,"Cool",0.91090727,1.103743,"W"
733,"Cool",0.789636,0.9805723,"W"
736,"Frigid",0.6632935,1.0491309,"W"
744,"Cool",0.7150762,0.8685074,"W"
754,"Cool",0.8062799,1.0246736,"W"
758,"Frigid",0.99062926,1.3859295,"W"
767,"Warm",0.5590654,0.73128575,"W"
770,"Hot",0.6275114,0.99704134,"W"
771,"Cool",0.81825906,1.1514626,"W"
779,"Cool",0.7455584,0.96572554,"W"
792,"Frigid",0.95582354,1.534459,"W"
797,"Cool",0.772543,1.0707299,"W"
800,"Warm",0.9927132,1.1593823,"W"
804,"Cool",0.8353985,1.0937008,"W"
805,"Cool",0.7174252,1.0025289,"W"
810,"Cool",0.7711669,0.9915965,"W"
819,"Frigid",0.73831344,0.9205473,"W"
824,"Warm",0.6604909,0.8249635,"W"
825,"Cool",0.69385254,1.189571,"W"
827,"Cool",0.8291382,1.0519354,"W"
829,"Hot",0.7802809,0.9230536,"W"
840,"Temperate",0.78695804,0.95393455,"W"
849,"Cool",0.926879,1.226979,"W"
881,"Warm",0.7497046,0.8529071,"W"
883,"Warm",0.8314527,1.0520058,"W"
893,"Temperate",0.7018361,1.102384,"W"
894,"Temperate",0.8382415,1.0314183,"W"
904,"Cool",0.8532063,1.1642879,"W"
905,"Temperate",0.7016547,0.97563267,"W"
907,"Temperate",0.79745084,0.9855946,"W"
908,"Cool",0.7491985,1.1488558,"W"
910,"Cool",0.7685551,1.0506566,"W"
913,"Cool",0.49072823,0.673339,"W"
920,"Cool",0.7959102,0.98570347,"W"
924,"Frigid",0.9487719,1.0662401,"W"
929,"Hot",0.79195714,0.95390135,"W"
931,"Warm",0.7179518,1.0109484,"W"
936,"Cool",0.7599085,1.2818725,"W"
945,"Warm",0.83926356,1.072185,"W"
949,"Cool",0.7927872,1.0502002,"W"
976,"Cool",0.8090005,1.272631,"W"
977,"Cool",0.81136495,0.98720723,"W"
982,"Cool",0.79849267,1.3110522,"W"
1003,"Cool",0.89033204,1.0981332,"W"
1009,"Cool",0.7153237,1.0622625,"W"
1011,"Cool",0.9985914,1.2208989,"W"
1019,"Cool",0.8688329,1.3054931,"W"
1026,"Temperate",0.86599654,0.9453846,"W"
1028,"Cool",0.7395269,0.97304285,"W"
1050,"Cool",1.0842036,1.2467229,"W"
1053,"Cool",0.94625247,1.2976624,"W"
1057,"Warm",0.6303224,0.8483188,"W"
1061,"Cool",0.678636,1.0760148,"W"
1062,"Cool",0.70680267,0.9523915,"W"
1066,"Cool",0.66039056,0.8660536,"W"
1071,"Temperate",0.80265796,1.1104169,"W"
1075,"Temperate",0.7358906,1.1840838,"W"
1083,"Temperate",1.1428714,1.4156122,"W"
1107,"Hot",0.6701138,1.0530983,"W"
1110,"Warm",0.7482835,0.9982946,"W"
1116,"Temperate",0.6569575,0.9605321,"W"
1128,"Warm",0.7968535,1.1675452,"W"
1130,"Cool",0.7408989,1.0382185,"W"
1145,"Warm",0.91154116,1.081337,"W"
1154,"Temperate",0.9889127,1.2793006,"W"
1169,"Temperate",0.82462347,1.0689869,"W"
1170,"Warm",0.6996487,0.93614423,"W"
1174,"Temperate",0.85823894,1.0203722,"W"
1184,"Cool",0.9150563,1.2815175,"W"
1188,"Hot",0.6882904,0.8816542,"W"
1192,"Cool",0.7445766,1.0606565,"W"
1193,"Temperate",0.9120126,1.0896537,"W"
1195,"Temperate",0.5630039,0.7548617,"W"
1196,"Hot",0.6674554,1.0132148,"W"
1199,"Temperate",0.7735347,0.9385331,"W"
1201,"Cool",0.7468635,0.9747342,"W"
1203,"Temperate",0.882936,1.0490413,"W"
1204,"Warm",0.6372949,0.97451967,"W"
1219,"Hot",0.5948596,0.80900186,"W"
1221,"Cool",0.7341053,1.0582271,"W"
1236,"Warm",0.8221467,0.95122224,"W"
1237,"Cool",0.83875597,1.1458589,"W"
1240,"Cool",0.5944007,0.8646869,"W"
1246,"Cool",0.74576217,1.0160888,"W"
1249,"Cool",0.8443476,1.1287634,"W"
1259,"Temperate",0.5351032,0.7510163,"W"
1270,"Hot",0.735956,1.2159283,"W"
1283,"Frigid",0.60860413,0.7604311,"W"
1286,"Cool",0.8546116,1.3478609,"W"
1294,"Cool",0.88545996,1.266505,"W"
1319,"Cool",0.9009961,1.1158206,"W"
1321,"Hot",0.86461675,1.1008428,"W"
1336,"Cool",0.66032916,0.86381817,"W"
1344,"Warm",0.7917778,0.98931766,"W"
1358,"Hot",0.7294955,1.1303794,"W"
1359,"Temperate",0.7208455,1.0189121,"W"
1360,"Temperate",0.76617587,0.9583454,"W"
1368,"Hot",0.78805655,0.89129496,"W"
1370,"Cool",0.7725054,1.061678,"W"
1375,"Cool",0.7936175,0.94463336,"W"
1424,"Cool",1.0251272,1.2578217,"W"
1425,"Cool",0.6799266,1.1307027,"W"
1432,"Cool",0.6296134,0.800662,"W"
1434,"Hot",0.67028487,0.7932864,"W"
1467,"Hot",0.73550975,0.977364,"W"
1489,"Cool",0.65933865,1.0221831,"W"
1493,"Hot",0.8349963,0.95989716,"W"
1498,"Temperate",0.59493256,0.89696693,"W"
1505,"Temperate",0.769357,0.85141534,"W"
1516,"Cool",0.949016,1.6545902,"W"
1524,"Cool",0.9117384,1.1284207,"W"
1526,"Temperate",0.5684754,0.956449,"W"
1529,"Warm",0.7416932,0.9137609,"W"
1547,"Cool",0.7591206,0.96843934,"W"
1567,"Hot",0.7263373,1.2137632,"W"
1573,"Frigid",0.9412539,2.0488434,"W"
1576,"Frigid",0.8640408,1.1530843,"W"
1582,"Temperate",0.87687343,1.1798029,"W"
1594,"Cool",0.814931,1.0288687,"W"
1596,"Warm",0.6289594,0.7651032,"W"
1613,"Frigid",0.8371122,1.4368294,"W"
1616,"Hot",0.604568,0.8316561,"W"
1618,"Temperate",0.72488654,1.0465558,"W"
1623,"Cool",0.7265031,1.0575441,"W"
1632,"Cool",0.67258567,1.0076405,"W"
1640,"Cool",0.7025736,1.291821,"W"
1649,"Temperate",0.6825042,0.90719044,"W"
1652,"Cool",0.5589087,0.8829555,"W"
1658,"Warm",0.7444496,1.1958823,"W"
1659,"Hot",0.93227005,0.90647984,"W"
1676,"Cool",0.71299475,0.9697905,"W"
1679,"Cool",0.7827293,1.0470906,"W"
1703,"Cool",0.7947184,1.1035804,"W"
1706,"Cool",0.81347585,1.1167794,"W"
1714,"Temperate",0.7849521,0.95214987,"W"
1730,"Cool",0.7422212,0.84862745,"W"
1735,"Temperate",0.8538762,1.1293443,"W"
1740,"Hot",1.1599538,2.0058365,"W"
1745,"Cool",0.8426157,1.101596,"W"
1756,"Temperate",0.6700323,1.0885702,"W"
1787,"Cool",0.89753497,1.3822682,"W"
1790,"Frigid",0.95092046,1.1496595,"W"
1815,"Cool",0.8291517,1.1657332,"W"
1818,"Temperate",0.6541215,0.942539,"W"
1827,"Frigid",0.7256263,0.82142663,"W"
1831,"Cool",0.70913464,0.9726191,"W"
1832,"Cool",0.7722051,0.95623946,"W"
1840,"Temperate",0.7152135,0.85974276,"W"
1853,"Hot",1.0026958,1.4578626,"W"
1887,"Cool",1.0397905,1.5467397,"W"
1891,"Frigid",0.87504023,1.173687,"W"
1893,"Cool",0.63732904,0.96332425,"W"
1908,"Cool",0.82397646,1.1025425,"W"
1910,"Cool",0.6986845,1.0401902,"W"
1913,"Warm",0.61204594,0.76811135,"W"
1945,"Cool",0.7781926,1.1666043,"W"
1958,"Cool",0.7903455,1.183517,"W"
1970,"Frigid",0.745603,0.97830015,"W"
1971,"Cool",0.63791806,0.796454,"W"
1984,"Cool",0.6681644,0.926133,"W"
1997,"Cool",0.8033572,1.5239104,"W"
2021,"Cool",0.7080914,0.95836514,"W"
2027,"Cool",0.8098594,1.1425966,"W"
2032,"Warm",0.9364291,1.2364228,"W"
2054,"Cool",0.7023995,1.067885,"W"
2064,"Cool",0.83240676,1.2745281,"W"
2097,"Cool",0.7388561,1.0672926,"W"
2116,"Cool",0.55703527,0.7367173,"W"
2117,"Cool",0.81159204,1.1706707,"W"
2124,"Hot",0.6965722,0.7165999,"W"
2129,"Temperate",0.83900565,1.0746807,"W"
2162,"Cool",0.75047725,0.92055106,"W"
2168,"Hot",0.78320056,1.0350062,"W"
2179,"Cool",0.7135559,1.1218332,"W"
2186,"Frigid",0.64438456,0.86369205,"W"
2192,"Cool",0.78500414,1.0008874,"W"
2199,"Frigid",0.86088043,1.099376,"W"
2202,"Frigid",0.69117606,0.9727814,"W"
2203,"Frigid",0.5821941,0.8854867,"W"
2228,"Temperate",0.66407627,0.92268884,"W"
2253,"Temperate",0.9953212,1.1100054,"W"
2262,"Cool",0.8334203,1.2270402,"W"
2270,"Cool",0.8244434,0.99169385,"W"
2271,"Hot",0.63437146,0.7499025,"W"
2304,"Frigid",0.71820384,1.2807212,"W"
2305,"Frigid",0.8841324,1.1351384,"W"
2317,"Temperate",0.70398366,0.89965266,"W"
2323,"Cool",0.7681671,1.1339768,"W"
2326,"Cool",0.8905639,1.1250823,"W"
2330,"Cool",0.84411395,1.2127683,"W"
2336,"Cool",0.7246344,1.023768,"W"
2345,"Temperate",0.66493535,0.9069297,"W"
2351,"Cool",0.98805255,1.3777807,"W"
2358,"Cool",0.739554,1.0285581,"W"
2364,"Warm",0.78851646,1.0384359,"W"
2367,"Cool",0.80227315,1.1236168,"W"
2368,"Cool",0.7409799,1.2066724,"W"
2395,"Hot",0.84670454,1.1027429,"W"
2415,"Frigid",0.67803025,1.0412474,"W"
2418,"Cool",0.82329303,1.1366676,"W"
2420,"Cool",0.74612164,1.1292368,"W"
2425,"Cool",0.6737367,0.92159075,"W"
2436,"Cool",0.7773979,1.0197239,"W"
2447,"Cool",0.79371655,1.2195703,"W"
2473,"Cool",0.6895313,1.0405986,"W"
2477,"Cool",0.7634438,1.0384389,"W"
2497,"Cool",0.903915,1.2935957,"W"
2511,"Frigid",0.95514375,1.0996065,"W"
2516,"Temperate",0.48913643,0.98830456,"W"
2517,"Temperate",0.6649881,1.1214049,"W"
2518,"Temperate",0.6547594,0.964691,"W"
2559,"Hot",0.85484767,0.94185084,"W"
2569,"Cool",0.85765815,1.026424,"W"
2594,"Cool",0.808424,1.1239039,"W"
2595,"Cool",0.6786471,0.967311,"W"
2613,"Frigid",0.71310407,0.99654907,"W"
2616,"Hot",0.67523634,0.82198745,"W"
2627,"Cool",0.87190837,1.1204573,"W"
2655,"Cool",0.8922269,1.4654161,"W"
2663,"Cool",0.7833124,1.3267407,"W"
2682,"Cool",0.9141303,1.0987571,"W"
2696,"Cool",0.8852598,1.2070348,"W"
2709,"Cool",0.77574605,1.1312289,"W"
2731,"Cool",0.7232183,1.2926381,"W"
2750,"Frigid",0.8343624,1.7938923,"W"
2798,"Cool",0.69158566,1.0736094,"W"
2799,"Warm",0.72323114,0.93319494,"W"
2803,"Temperate",0.95446295,1.099255,"W"
2812,"Warm",0.7416007,1.0964956,"W"
2819,"Cool",0.86137015,1.0341642,"W"
2881,"Cool",0.9966039,1.4478649,"W"
2898,"Warm",0.8204375,1.1890656,"W"
2926,"Cool",0.6931721,1.3165265,"W"
2927,"Warm",0.6941517,0.88255787,"W"
2940,"Cool",0.9053242,1.4561237,"W"
2944,"Cool",0.7146589,1.297407,"W"
2946,"Cool",0.79938835,0.92981666,"W"
2955,"Cool",0.7426493,1.1577966,"W"
2978,"Temperate",0.63970697,0.9071664,"W"
2985,"Cool",0.77355653,1.0739452,"W"
3097,"Cool",0.84252125,1.0049216,"W"
3109,"Warm",0.6502567,0.8557712,"W"
3133,"Frigid",0.8418201,1.6552798,"W"
3135,"Cool",0.79710907,0.9611526,"W"
3188,"Cool",0.7454508,1.0167092,"W"
3200,"Warm",0.91762847,1.3709309,"W"
3211,"Frigid",0.650584,1.292929,"W"
3219,"Frigid",0.6793006,0.8483266,"W"
3231,"Cool",0.70247304,1.2615683,"W"
3243,"Cool",0.7114249,1.0697442,"W"
3281,"Cool",0.67553866,1.0430791,"W"
3307,"Warm",0.59376925,0.7786479,"W"
3365,"Cool",0.7318338,1.1956135,"W"
3379,"Cool",0.6984805,0.96531326,"W"
3394,"Cool",0.8477335,0.9016913,"W"
3397,"Temperate",0.91037786,1.3573422,"W"
3446,"Frigid",0.76544386,1.5333827,"W"
3476,"Temperate",0.75872713,1.1640666,"W"
3478,"Warm",0.8408174,1.0415595,"W"
3500,"Cool",0.8971741,1.1439526,"W"
3570,"Cool",0.72533244,1.0666455,"W"
3587,"Cool",0.8945573,1.2850133,"W"
3614,"Hot",0.76970255,1.0680918,"W"
4292,"Temperate",0.930291,1.2051549,"W"
4503,"Temperate",0.6009741,0.97379196,"W"
5729,"Cool",0.75649434,1.0469083,"W"
6048,"Temperate",0.9008355,1.248368,"W"
6785,"Cool",0.6272755,0.9873101,"W"
7739,"Temperate",0.74228454,1.319602,"W"
8089,"Temperate",0.79361796,1.0278373,"W"
10161,"Temperate",0.72704613,1.1405072,"W"
100000003,"Warm",0.9854813,1.047712,"W"
200000001,"Hot",1.5454212,1.9688467,"W"
300000138,"Warm",0.92538565,1.0516453,"W"
300000140,"Warm",1.4681289,1.5216929,"W"
300000223,"Frigid",1.0898042,1.6448761,"W"
300000250,"Frigid",0.9206116,1.7792152,"W"
300000274,"Frigid",0.8529617,1.5486457,"W"
300000311,"Frigid",1.0778422,2.0947511,"W"
300000328,"Frigid",0.97694117,1.7690893,"W"
300000337,"Frigid",1.0613161,1.701413,"W"
300000347,"Frigid",0.9388075,1.741847,"W"
300000349,"Frigid",1.1675109,2.1844072,"W"
300000428,"Cool",1.0733736,1.5420202,"W"
300000437,"Cool",1.0721008,1.4955106,"W"
300000525,"Cool",0.87675285,1.1631138,"W"
300000566,"Cool",0.87145585,1.199581,"W"
300000654,"Temperate",0.84734046,1.4110442,"W"
300000704,"Temperate",0.7951787,1.0893459,"W"
300000709,"Temperate",0.7974674,1.301895,"W"
300000725,"Temperate",1.0374373,1.2835029,"W"
300000727,"Temperate",1.1030946,1.1969885,"W"
300000767,"Temperate",0.7105689,1.0724372,"W"
300000771,"Temperate",1.1020652,1.9455833,"W"
300000772,"Temperate",0.8407894,1.1637872,"W"
300000836,"Warm",0.85114294,1.073126,"W"
300000946,"Hot",0.80344605,0.8317865,"W"
300000962,"Warm",1.263949,1.412847,"W"
300001007,"Frigid",0.6444398,1.3480885,"W"
300001024,"Frigid",1.080892,1.6101961,"W"
300001038,"Frigid",1.2059134,1.2996053,"W"
300001048,"Frigid",1.0611068,1.5892572,"W"
300001053,"Frigid",0.72592247,0.98101175,"W"
300001063,"Frigid",1.2857674,2.2261086,"W"
300001098,"Cool",0.79951626,1.0853972,"W"
300001112,"Cool",0.9000781,1.2293663,"W"
300001118,"Cool",0.93228924,1.498134,"W"
300001127,"Cool",0.7810539,1.2855217,"W"
300001141,"Cool",0.7544439,1.1802988,"W"
300001252,"Temperate",1.1639742,1.5520352,"W"
300001256,"Temperate",0.8830278,1.1184394,"W"
300001257,"Temperate",1.1257552,1.5857431,"W"
300001297,"Temperate",0.98862016,1.5102787,"W"
300001323,"Temperate",0.955186,1.2727762,"W"
300001459,"Frigid",0.7192309,0.9452802,"W"
300001496,"Hot",0.9882994,1.3437549,"W"
300001497,"Hot",0.760087,1.0288675,"W"
300001503,"Hot",0.8954386,1.0480875,"W"
300001509,"Hot",1.0081217,1.5028132,"W"
300001694,"Warm",1.0181214,1.2543616,"W"
300001695,"Warm",0.73604244,1.1916273,"W"
300001887,"Frigid",0.80485576,1.4523886,"W"
300001914,"Frigid",0.86972374,1.474417,"W"
300001994,"Frigid",0.82310677,1.6057674,"W"
300002119,"Frigid",0.83706266,1.7837286,"W"
300002123,"Frigid",1.2163689,1.7817451,"W"
300002129,"Frigid",0.96919334,1.6695688,"W"
300002202,"Frigid",0.92522144,1.514894,"W"
300002332,"Frigid",1.16467,1.4728193,"W"
300002545,"Frigid",0.90178865,1.2416824,"W"
300002559,"Frigid",0.98025143,1.3006064,"W"
300002685,"Frigid",0.9651498,1.1605941,"W"
300002883,"Frigid",0.94105285,1.7617524,"W"
300002949,"Cool",1.1342894,1.5245717,"W"
300003024,"Frigid",0.85315865,1.5691336,"W"
300003035,"Frigid",0.9352264,1.470985,"W"
300003237,"Frigid",0.9876751,1.7677658,"W"
300003273,"Frigid",0.98554695,1.7344826,"W"
300003350,"Cool",0.9447155,1.5406964,"W"
300003430,"Frigid",1.0508139,1.7993916,"W"
300003602,"Frigid",1.1552633,2.049444,"W"
300003644,"Frigid",0.95674765,1.739463,"W"
300003701,"Frigid",0.9405767,1.5302788,"W"
300003732,"Frigid",1.052414,2.1438863,"W"
300003763,"Frigid",1.1000409,1.5583776,"W"
300003809,"Frigid",0.92840713,1.7651306,"W"
300003835,"Cool",0.9285517,1.4319905,"W"
300003861,"Frigid",0.9807079,2.0513813,"W"
300003890,"Cool",1.0046785,1.3378917,"W"
300003949,"Cool",0.9473564,2.036884,"W"
300004104,"Frigid",1.1897621,1.6143126,"W"
300004112,"Frigid",1.0699642,1.7637099,"W"
300004151,"Cool",1.0066303,1.6569103,"W"
300004337,"Frigid",1.1615118,2.1103542,"W"
300004437,"Cool",0.9827102,1.4624193,"W"
