train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.9598915,0.9610938,0.04780277,0.72328603,0.102113575,0.9519803,1.1498994,0.05543329,0.86558133,0.18123002,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,100,100
0.97251993,1.1781815,0.04712726,0.79664636,0.2513812,0.9658501,1.3250985,0.057001084,0.9350019,0.36414197,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,102,100
0.9865291,0.84001833,0.032346155,0.64557004,0.14412926,0.9751532,1.1380807,0.044388533,0.839346,0.25452888,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,104,100
0.981208,0.630235,0.039315358,0.463022,0.34916684,0.96783626,0.8361472,0.053908285,0.58984154,0.60270417,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,105,100
0.98003584,0.9683802,0.037756678,0.7401654,0.14388683,0.9695973,1.1670384,0.046714276,0.8519524,0.14372268,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,107,100
0.98972756,0.8494205,0.026717318,0.65889794,0.118260995,0.98029536,1.141777,0.035133395,0.91530037,0.28268808,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,109,100
0.9762554,1.1223738,0.044240754,0.8272652,0.17739286,0.9651571,1.4244089,0.055224907,1.0078889,0.2724217,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,110,100
0.9547581,0.977047,0.05776261,0.7093486,0.24870071,0.9082561,1.5108864,0.06002033,1.0920997,0.7009874,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,112,100
0.9826977,1.0317512,0.035849586,0.71173847,0.24526748,0.96555096,1.4482425,0.049411174,0.9643932,0.47700056,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,113,100
0.9415893,0.81435305,0.041873097,0.6449896,0.031128861,0.9141643,0.93909615,0.050709408,0.7476386,0.035304975,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,114,100
